objectID;food_type;stars_count;reviews_count;neighborhood;phone_number;price_range;dining_style
5507;Steakhouse;4.7;653;Downtown;(412) 391-4800;$50 and over;Casual Elegant
98671;Brazilian;4.6;248;Penn Hills;(412) 371-5560;$50 and over;Casual Elegant
109984;Contemporary Italian;4.4;81;Point Breeze;(412) 361-1336;$30 and under;Casual Elegant
11941;Contemporary American;4.1;2267;Downtown;(412) 566-7366;$31 to $50;Casual Elegant
104125;American;4.3;405;Cranberry;(724) 591-8850;$30 and under;Casual Elegant
3024;Steakhouse;4.3;1408;Downtown;(412) 261-7141;$50 and over;Fine Dining
4016;Contemporary American;4.3;228;Canonsburg;(724) 743-5005;$30 and under;Casual Elegant
4520;Japanese;4.1;1001;Downtown;(412) 381-6000;$30 and under;Casual Dining
4037;Californian;4.1;1768;Downtown;(412) 697-1336;$30 and under;Casual Elegant
149800;Contemporary American;4.6;46;Acme;(877) 833-7829 e;$31 to $50;Casual Elegant
140701;Italian;4.1;145;North Hills;(412) 486-7696;$31 to $50;Fine Dining
28636;Contemporary American;3.9;240;Downtown;(412) 281-5013;$30 and under;Casual Dining
28036;American;4.2;426;Downtown;(412) 553-5235;$30 and under;Casual Elegant
67783;Contemporary European;4.5;296;Sewickley;(412) 259-8945;$31 to $50;Casual Elegant
129316;Contemporary American;4.7;978;Mt. Washington;(412) 904-4442;$31 to $50;Fine Dining
20350;Seafood;4.7;3405;Mt. Washington;(412) 481-4414;$31 to $50;Fine Dining
103153;Mediterranean;3.5;33;Johnstown;(814) 361-2620;$31 to $50;Casual Elegant
112837;American;4.2;347;Downtown;(412) 564-5746;$30 and under;Casual Elegant
7366;American;4.4;848;Downtown;(412) 391-4099;$31 to $50;Casual Elegant
100042;Contemporary American;3.8;8;Moon Township;(724) 899-6050;$31 to $50;Casual Dining
95770;Brazilian Steakhouse;4.5;756;Mt. Washington;(412) 230-4004;$31 to $50;Casual Dining
50608;Steakhouse;4.3;1112;Downtown;(412) 231-7777 e;$31 to $50;Casual Elegant
64231;Italian;3.9;233;Erie;(866) 374-3386 e;$30 and under;Casual Elegant
92032;American;3.8;273;Wexford;(724) 934-3660;$30 and under;Casual Elegant
97210;American;4.0;278;Mt. Lebanon;(412) 343-2411;$30 and under;Casual Elegant
115627;Contemporary American;4.1;519;Downtown;(412) 318-8000;$30 and under;Casual Elegant
100825;Italian;3.9;97;Latrobe;(724) 539-0500;$30 and under;Fine Dining
26284;Seafood;4.1;887;Downtown;(412) 281-6593;$31 to $50;Casual Elegant
114637;Steak;4.5;579;Downtown;(412) 235-7676;$31 to $50;Fine Dining
108352;Seafood;4.7;647;Warrendale;(724) 719-2877;$31 to $50;Casual Elegant
77836;Italian;4.2;778;Downtown;(412) 394-3400;$31 to $50;Casual Elegant
97219;American;4.3;208;O'Hara Township;(412) 963-1514;$30 and under;Casual Elegant
15994;American;4.5;437;Bedford;(814) 624-5648;$31 to $50;Casual Elegant
87016;Japanese;4.3;277;Downtown;(412) 276-2100;$30 and under;Casual Dining
86659;American;4.3;281;Fox Chapel;(412) 967-1900;$30 and under;Casual Dining
79363;French;4.5;740;Shadyside;(412) 404-8166;$30 and under;Casual Elegant
3697;Mediterranean;4.6;1671;Shadyside;(412) 661-5656;$31 to $50;Casual Elegant
97213;American;4.2;277;Murrysville;(724) 733-4453;$30 and under;Casual Elegant
79378;Caribbean;4.5;771;Downtown;(412) 261-6565;$30 and under;Casual Elegant
115552;Asian;4.2;501;Downtown;(412) 281-4748;$30 and under;Casual Dining
138898;American;3.8;34;Shadyside;(412) 381-5105;$31 to $50;Casual Elegant
97225;American;3.9;139;Downtown;(412) 322-1850;$30 and under;Casual Dining
33529;Italian;4.7;811;Highland Park;(412) 665-9000;$31 to $50;Fine Dining
6794;Seafood;4.0;1664;Downtown;(412) 432-3260;$30 and under;Casual Elegant
47380;Contemporary American;4.5;1148;Shadyside;(412) 362-6001;$30 and under;Casual Elegant
103483;American;4.4;229;Lawrenceville;(412) 402-9522;$30 and under;Casual Elegant
97228;American;4.4;106;Gibsonia;(724) 444-7333;$30 and under;Casual Elegant
48133;Steak;4.6;990;Robinson Township;(412) 722-1555;$31 to $50;Casual Elegant
60085;Italian;4.4;332;Robinson Township;(412) 788-9463;$30 and under;Casual Dining
25486;American;4.2;407;Wexford;(724) 933-8410;$30 and under;Casual Elegant
69259;Italian;4.4;862;Downtown;(412) 281-6363;$30 and under;Casual Elegant
53428;Italian;3.8;444;Robinson Township;(412) 788-8444;$30 and under;Casual Dining
151084;American;4.4;90;Downtown;(412) 709-6351;$30 and under;Casual Dining
64228;American;4.0;56;Erie;(814) 866-8353;$30 and under;Casual Dining
97222;American;4.3;224;McMurray;(724) 942-1108;$30 and under;Casual Elegant
97450;American;4.3;445;Pleasant Hills;(412) 714-8670;$30 and under;Casual Dining
55111;Contemporary American;4.4;667;Sewickley;(412) 749-2452;$30 and under;Casual Elegant
59533;Modern European;4.2;386;Downtown;(412) 683-4575;$30 and under;Casual Elegant
7653;Comfort Food;4.2;503;Foxburg;(724) 659-5701;$30 and under;Casual Elegant
40483;International;4.4;1120;Downtown;(412) 773-8848;$31 to $50;Casual Elegant
36046;American;4.4;917;Downtown;(412) 992-2005;$30 and under;Casual Dining
34399;American;4.2;411;Fox Chapel;(412) 782-4768;$30 and under;Casual Elegant
140935;American;4.2;96;Downtown;(412) 765-3270;$30 and under;Casual Dining
5506;American;3.3;130;Moon Township;(412) 329-1405;$30 and under;Casual Dining
67624;American;4.5;1277;Oakland;(412) 621-2700;$30 and under;Casual Elegant
40486;Asian;4.1;67;Lawrenceville;(412) 325-3435;$30 and under;Casual Dining
59623;Creole / Cajun / Southern;4.3;1355;Downtown;(412) 471-9100;$30 and under;Casual Elegant
53431;Italian;3.7;739;Downtown;(412) 471-9463;$30 and under;Casual Dining
70105;American;4.7;55;Latrobe;(724) 539-3310;$30 and under;Casual Dining
46813;Contemporary American;4.7;458;Greensburg;(724) 691-0536 e;$30 and under;Casual Elegant
139;American;4.0;436;Downtown;(503) 222-0005;$30 and under;Casual Dining
151246;Northwest;4.4;207;Manzanita;(503) 368-7708;$31 to $50;Casual Dining
105391;American;4.6;323;Bend;(541) 306-3366;$30 and under;Casual Elegant
104962;American;4.0;248;Tigard;(503) 430-0769;$30 and under;Casual Elegant
102562;American;3.9;80;Salem;(503) 588-3639;$30 and under;Casual Elegant
116071;Northwest;4.5;179;Beaverton;(503) 614-0267;$30 and under;Casual Elegant
150517;Italian;4.4;55;Eugene;(541) 342-6963;$31 to $50;Fine Dining
2900;French;4.6;881;Ashland;(541) 488-9000;$31 to $50;Casual Elegant
61129;French;4.5;643;NE Portland;(503) 287-2400;$30 and under;Casual Dining
116200;American;3.7;44;Pearl District;(503) 227-2988;$30 and under;Casual Dining
49285;Italian;4.3;134;NW Portland;(503) 274-1572;$30 and under;Casual Elegant
66751;Contemporary Italian;4.3;687;Downtown;(503) 295-6464;$30 and under;Casual Dining
5261;Contemporary American;3.4;33;Downtown;(503) 944-1092;$30 and under;Casual Dining
58681;Italian;4.3;756;SE Portland;(503) 235-4900;$30 and under;Casual Elegant
94561;Northwest;4.4;1059;Downtown;(503) 228-7222;$30 and under;Casual Dining
48292;French;4.6;1037;NE Portland;(503) 841-6968;$50 and over;Fine Dining
23812;Steakhouse;4.3;1100;Downtown;(503) 222-4900;$50 and over;Fine Dining
95284;Seafood;4.8;402;SE Portland;(503) 232-1566;$50 and over;Fine Dining
147613;American;4.0;133;Silverton;(503) 874-2503;$30 and under;Casual Elegant
21916;Fondue;4.3;1306;Pearl District;(503) 242-1400;$30 and under;Casual Elegant
32362;Northwest;4.1;432;NW Portland;(503) 505-5050;$30 and under;Casual Elegant
6697;Seafood;4.2;2121;South Waterfront;(503) 220-1865;$30 and under;Casual Elegant
148375;Contemporary American;4.5;37;Pearl District;(503) 241-3612;$30 and under;Casual Dining
62845;Northwest;4.2;729;Carver;(503) 631-7900;$30 and under;Casual Dining
12556;Northwest;4.3;662;South Waterfront;(503) 802-5850;$30 and under;Casual Dining
64081;Steakhouse;4.3;368;Bend;(541) 728-0334;$31 to $50;Casual Elegant
41983;Seafood;4.4;495;Lake Oswego;(503) 697-8889;$30 and under;Casual Elegant
147694;Mediterranean;4.3;82;SE Portland;(503) 231-9959;$30 and under;Casual Dining
5265;Italian;4.0;244;Downtown;(503) 944-1090;$30 and under;Casual Elegant
6533;Northwest;4.4;1028;Downtown;(503) 222-2171;$30 and under;Casual Elegant
151180;Portuguese;4.5;48;SE Portland;(971) 271-7769;$30 and under;Casual Dining
141262;Contemporary American;4.3;70;North Portland;(503) 477-7079;$30 and under;Casual Elegant
150220;Thai;5.0;10;SW Portland;(503) 228-2310;$30 and under;Casual Dining
148966;American;4.5;47;Cannon Beach;(800) 633-3466;$50 and over;Fine Dining
147700;American;4.2;227;SW Portland;(503) 943-5844;$30 and under;Casual Dining
55948;American;4.8;469;SE Portland;(503) 231-7373;$50 and over;Fine Dining
112855;American;4.2;176;NW Portland;(503) 295-6487;$30 and under;Casual Dining
148378;American;4.2;27;Dayton;(503) 714-4328;$30 and under;Casual Dining
69172;Contemporary American;4.3;632;Dayton;(503) 864-2995;$50 and over;Fine Dining
152236;Mexican;4.5;78;NE Portland;(503) 287-7555;$30 and under;Casual Dining
64318;French;4.5;1123;NE Portland;(503) 546-8796;$50 and over;Fine Dining
145078;Contemporary American;3.7;44;SW Portland;(503) 484-1415;$30 and under;Casual Dining
136654;Contemporary American;3.8;75;SE Portland;(503) 239-4756;$30 and under;Casual Elegant
150964;Contemporary American;3.8;34;Beaverton;(503) 597-6911;$30 and under;Casual Dining
150643;American;4.3;57;Forest Park;(503) 889-0679;$30 and under;Casual Elegant
144193;Brazilian Steakhouse;4.4;661;SW Portland;(503) 241-0900;$31 to $50;Casual Dining
33661;Northwest;4.8;644;Newberg;(503) 554-2526;$50 and over;Casual Elegant
150526;Creole / Cajun / Southern;4.5;40;McMinnville;(503) 883-9194;$30 and under;Casual Dining
29680;American;4.3;351;Downtown;(503) 546-2666;$30 and under;Casual Dining
4095;Steakhouse;4.4;601;Downtown;(503) 221-4518;$31 to $50;Casual Elegant
145558;French;4.7;109;McMinnville;(503) 474-1888;$31 to $50;Casual Elegant
56812;Contemporary American;4.8;742;Newberg;(503) 538-3850;$50 and over;Fine Dining
11902;Seafood;4.4;2279;Downtown;(503) 246-6963;$31 to $50;Casual Elegant
5913;Northwest;4.5;2062;NW Portland;(503) 228-1250;$30 and under;Casual Elegant
151198;Italian;4.4;122;Pearl District;(503) 206-6388;$30 and under;Casual Elegant
30565;Asian;4.4;1675;Downtown;(503) 802-5370;$31 to $50;Casual Elegant
39799;Steak;4.6;778;Downtown;(503) 227-8794;$50 and over;Fine Dining
148456;Steakhouse;4.0;229;Eugene;(541) 485-4444;$31 to $50;Casual Elegant
3106;Steakhouse;4.4;1114;Downtown;(503) 248-2100;$50 and over;Fine Dining
151918;Mexican;4.2;25;Lake Oswego;(503) 635-1900;$30 and under;Casual Elegant
17524;Northwest;4.4;415;Salem;(503) 779-1660;$30 and under;Fine Dining
13567;Modern European;4.3;1229;Pearl District;(503) 226-3394;$30 and under;Fine Dining
14485;American;4.3;736;Bend;(541) 382-5581;$30 and under;Casual Elegant
3496;Contemporary American;4.1;499;Downtown;(503) 295-6166;$31 to $50;Casual Elegant
3945;Northwest;4.3;1202;SE Portland;(503) 235-2294;$31 to $50;Casual Elegant
27010;American;4.2;959;Pearl District;(503) 227-5320;$30 and under;Casual Dining
4624;Northwest;4.5;658;Eugene;(541) 342-3612;$31 to $50;Casual Elegant
832;Mediterranean;4.5;639;Pearl District;(503) 221-1195;$30 and under;Casual Elegant
145363;Contemporary American;4.5;208;Sisters;(541) 241-4064;$31 to $50;Fine Dining
6727;Seafood;4.5;2941;Downtown;(503) 226-1419;$31 to $50;Casual Elegant
3616;American;4.4;1704;Downtown;(503) 517-8960;$31 to $50;Casual Elegant
23419;Steakhouse;3.8;877;Downtown;(503) 223-6200;$31 to $50;Casual Elegant
6722;American;4.1;1330;Downtown;(503) 220-1850;$30 and under;Casual Elegant
19882;Asian;4.3;468;Downtown;(503) 241-3393;$30 and under;Fine Dining
74761;Contemporary American;4.7;397;Corvallis;(541) 753-2222;$31 to $50;Fine Dining
525;Seafood;4.4;2513;NE Portland;(503) 288-4444;$31 to $50;Casual Elegant
144;Italian;4.4;866;Downtown;(503) 228-1515;$31 to $50;Fine Dining
138592;Contemporary American;4.3;293;SW Portland;(503) 227-0705;$30 and under;Casual Dining
114616;Contemporary European;4.8;466;Bend;(541) 330-5539;$30 and under;Fine Dining
102028;Italian;4.8;527;Downtown;(503) 227-5521;$31 to $50;Casual Elegant
144994;Contemporary American;4.6;69;Redmond;(541) 504-6424;$30 and under;Casual Elegant
6698;Seafood;3.7;894;Beaverton;(503) 643-1322;$31 to $50;Casual Elegant
25258;Steakhouse;4.6;2411;NW Portland;(503) 223-1513;$50 and over;Fine Dining
135982;Organic;4.5;383;SW Portland;(503) 222-9070;$31 to $50;Casual Elegant
139732;Northwest;4.6;25;Bend;(541) 317-2885;$30 and under;Casual Elegant
6730;Seafood;4.0;1410;Tigard;(503) 684-5490;$30 and under;Casual Dining
112162;Contemporary American;4.6;39;Eugene;(541) 345-8228;$30 and under;Casual Dining
102925;Contemporary European;4.6;234;SE Portland;(503) 954-3663;$30 and under;Casual Elegant
100828;Italian;4.2;102;Hood River;(541) 386-4410;$30 and under;Casual Dining
104893;Northwest;4.6;247;Ashland;(541) 488-6067;$30 and under;Casual Elegant
110683;Brazilian Steakhouse;4.4;519;Downtown;(503) 222-0002;$31 to $50;Fine Dining
96529;Chinese;4.4;107;Pearl District;(971) 222-7327;$30 and under;Casual Dining
70507;American;4.4;819;SE Portland;(971) 373-8264;$30 and under;Casual Elegant
96376;Italian;4.6;925;SE Portland;(971) 229-0571;$31 to $50;Casual Elegant
75916;American;4.1;208;Pearl District;(503) 688-1655;$31 to $50;Casual Elegant
104416;Italian;4.6;179;West Linn;(503) 636-9555;$30 and under;Fine Dining
3443;Peruvian;4.6;4398;Pearl District;(503) 228-9535 e;$31 to $50;Casual Elegant
109234;Northwest;3.4;69;Salem;(503) 370-7997;$30 and under;Casual Dining
27007;Steak;4.6;3813;Downtown;(503) 450-0030;$31 to $50;Casual Elegant
117208;Sushi;4.3;19;North Portland;(503) 284-1020;$30 and under;Casual Dining
128398;Italian;4.7;50;NW Portland;(503) 221-1888;$30 and under;Fine Dining
102931;Contemporary European;4.4;238;Pearl District;(503) 894-8136;$30 and under;Casual Dining
77677;Northwest;4.2;523;Lake Oswego;(503) 675-3322;$30 and under;Casual Dining
16933;Gastro Pub;4.4;314;Pearl District;(503) 833-5060;$30 and under;Casual Dining
45934;Northwest;3.7;19;Downtown;(503) 228-2000;$31 to $50;Casual Elegant
117280;American;4.5;111;Medford;(541) 774-4760;$30 and under;Casual Elegant
51496;Italian;4.7;592;NE Portland;(503) 946-8592;$31 to $50;Casual Elegant
112045;American;3.6;55;Downtown;(503) 334-0360;$30 and under;Casual Dining
94873;Gastro Pub;4.0;3;North Portland;(503) 460-3333;$30 and under;Casual Dining
96646;American;4.3;572;Downtown;(503) 222-7673;$31 to $50;Casual Elegant
69517;Italian;4.2;255;Pearl District;(503) 295-9536;$31 to $50;Casual Elegant
60868;Contemporary American;4.2;139;NE Portland;(503) 255-0750;$30 and under;Casual Dining
98647;Mexican;4.4;392;SE Portland;(503) 548-6343;$30 and under;Casual Elegant
63196;French;4.6;1421;Downtown;(503) 688-5952;$31 to $50;Casual Elegant
116227;Gastro Pub;4.3;221;Hillsboro;(503) 336-0403;$30 and under;Casual Elegant
108661;Northwest;4.4;115;Lake Oswego;(503) 636-2667;$30 and under;Casual Elegant
88789;Italian;4.6;957;SE Portland;(503) 234-2427;$31 to $50;Casual Elegant
99313;Thai;4.2;100;Bend;(541) 647-6904;$30 and under;Casual Elegant
101896;Contemporary American;4.7;301;Ashland;(541) 488-1115;$31 to $50;Casual Elegant
75103;Northwest;4.4;386;Bend;(877) 541-2433;$30 and under;Casual Dining
77431;Northwest;3.7;128;Yachats;(541) 547-5820;$30 and under;Casual Elegant
68152;Vegetarian;4.8;751;NE Portland;(503) 288-5883;$30 and under;Fine Dining
37666;Italian;4.3;1063;SW Portland;(503) 484-1099;$30 and under;Casual Elegant
99781;Contemporary American;4.5;125;Camas / Washougal, WA;(360) 210-7028;$30 and under;Casual Elegant
84334;Steakhouse;4.3;289;Lake Oswego;(503) 620-3541;$30 and under;Casual Dining
37012;Northwest;4.9;557;NW Portland;(503) 226-6909;$31 to $50;Casual Elegant
94264;Contemporary American;4.8;125;Silverton;(503) 873-8000;$30 and under;Casual Dining
140641;Modern European;4.5;43;NE Portland;(503) 206-6266;$31 to $50;Casual Elegant
110584;Contemporary American;4.2;53;Downtown;(503) 384-2500;$30 and under;Casual Elegant
92416;Mediterranean;4.5;235;Eugene;(541) 342-4410;$31 to $50;Casual Elegant
88855;Chinese;3.9;105;Downtown;(503) 224-0800;$30 and under;Casual Dining
84343;American;4.1;331;Hillsboro;(503) 645-8000;$30 and under;Casual Elegant
66118;American;4.3;390;Pearl District;(503) 223-0070;$30 and under;Casual Elegant
110569;Northwest;4.4;191;Gresham / Troutdale;(503) 492-3086;$31 to $50;Casual Elegant
104890;American;4.4;286;SE Portland;(503) 408-1414;$30 and under;Casual Dining
107782;Northwest;4.6;257;Bend;(541) 318-8435;$30 and under;Casual Elegant
58558;Gastro Pub;4.4;644;Tigard;(503) 352-4030;$30 and under;Casual Elegant
150715;Basque;4.3;73;Ashland;(541) 905-1092;$30 and under;Casual Elegant
42826;Northwest;4.4;762;Pearl District;(503) 223-7275;$31 to $50;Casual Dining
76240;Pizzeria;4.6;59;Bend;(541) 728-0600;$30 and under;Casual Dining
43774;American;4.5;914;Pearl District;(503) 343-9440;$31 to $50;Casual Dining
49399;Seafood;4.6;672;NE Portland;(503) 284-6617;$30 and under;Casual Dining
91213;Steakhouse;4.6;401;Ashland;(541) 488-9948;$30 and under;Casual Dining
62830;American;4.1;95;Downtown;(503) 223-0054;$30 and under;Casual Dining
4725;Sushi;4.5;426;Downtown;(503) 221-6278;$30 and under;Casual Elegant
91138;Contemporary American;3.9;311;NW Portland;(503) 445-7400;$30 and under;Casual Elegant
91525;French;4.7;101;Carlton;(503) 852-6555;$30 and under;Casual Dining
84328;American;4.1;228;Clackamas;(503) 653-9400;$30 and under;Casual Dining
100612;Fusion / Eclectic;4.2;260;NE Portland;(971) 229-0995;$30 and under;Casual Dining
74935;Italian;4.5;454;Beaverton;(503) 646-6464;$31 to $50;Casual Dining
92968;Italian;4.2;59;SE Portland;(503) 234-1616;$30 and under;Casual Dining
68488;Italian;4.6;461;SE Portland;(503) 236-6886;$30 and under;Casual Dining
84271;Seafood;3.8;147;Tigard;(503) 620-3474;$30 and under;Casual Dining
72058;Northwest;3.8;110;Bend;(541) 382-1010;$31 to $50;Casual Elegant
90760;Contemporary European;4.5;357;SE Portland;(503) 517-0808;$30 and under;Casual Elegant
92389;Seafood;4.4;6;SE Portland;(503) 236-0205;$31 to $50;Casual Dining
44707;Italian;4.5;820;NE Portland;(503) 954-1702;$30 and under;Casual Elegant
65662;American;4.4;135;West Linn;(503) 607-0960;$30 and under;Casual Elegant
144385;Northwest;4.0;15;Pearl District;(503) 705-9840;$30 and under;Casual Dining
60808;Seafood;4.4;1124;Downtown;(503) 227-3900;$31 to $50;Casual Elegant
58219;Contemporary American;4.1;398;Bend;(541) 382-2200;$30 and under;Casual Elegant
54019;American;4.6;498;Beaverton;(503) 643-5451;$30 and under;Fine Dining
106402;American;4.4;169;Downtown;(503) 227-8189;$30 and under;Casual Dining
145654;Thai;5.0;5;SW Portland;(503) 293-7335;$30 and under;Casual Dining
72877;Italian;4.4;1042;SE Portland;(503) 445-4716;$30 and under;Casual Elegant
63181;Comfort Food;4.3;641;Pearl District;(503) 943-5995;$30 and under;Casual Dining
138589;Northwest;4.2;79;Newberg;(503) 487-6133;$30 and under;Casual Dining
52498;Indian;3.8;354;Downtown;(503) 227-8815;$30 and under;Casual Dining
84331;American;4.2;181;North Portland;(503) 285-2005;$30 and under;Casual Dining
55549;French;4.5;944;NW Portland;(503) 360-1281;$30 and under;Casual Elegant
3512;Latin American;4.4;1458;Pearl District;(503) 228-6161;$30 and under;Casual Elegant
3940;Northwest;4.1;718;Beaverton;(503) 641-6161;$30 and under;Casual Elegant
30967;Northwest;4.3;487;Cannon Beach;(503) 436-1108;$30 and under;Casual Elegant
64084;Steakhouse;4.1;151;Redmond;(541) 526-1782;$31 to $50;Casual Elegant
44416;Italian;4.3;491;Lake Oswego;(503) 697-3383;$30 and under;Casual Elegant
58678;Italian;4.6;821;Beaverton;(503) 641-3223;$30 and under;Casual Elegant
50389;American;4.3;561;NE Portland;(503) 233-1999;$30 and under;Casual Elegant
46132;Steak;4.2;90;Oregon City;(503) 655-5155;$30 and under;Casual Dining
41731;Italian;4.4;549;NE Portland;(503) 238-3777;$30 and under;Casual Elegant
84259;Seafood;4.0;238;SE Portland;(503) 255-2722;$30 and under;Casual Dining
64183;American;4.1;79;Bend;(541) 317-0727;$30 and under;Casual Dining
51670;Northwest;3.6;220;Downtown;(503) 295-2747;$30 and under;Casual Elegant
48289;Spanish;4.5;276;McMinnville;(503) 435-2126;$30 and under;Casual Elegant
